,Ciudad,Dueño,Nivel,Alianza,Isla,xCoord,yCoord
2196,Blocona,CVigilius,12,None,Revios,56,45
2197,Ventormenta,mew3t,12,-CB-,Revios,56,45
2198,uvita,boquerone,10,-RR-,Revios,56,45
2199,Java,WarK,12,-CB-,Revios,56,45
2200,Plank,Juliá,12,-CB-,Revios,56,45
2201,Kattegat,amo la verdura,9,None,Revios,56,45
2202,La Comarca,Sensey,10,300,Revios,56,45
2203,Orgrimar,mew3t,16,-CB-,Revios,56,45
2204,Kaia,syra92,7,None,Revios,56,45
2205,Vini,Khan,10,LhO,Revios,56,45
2206,PESQUERA,Achilles-7611,11,TGC,Revios,56,45
2207,Teresopolis2,Tereso,5,None,Revios,56,45
2208,ATLAN,TibuTocha,6,TGC,Revios,56,45
2210,MarmolCol,XxAlamillaxX,6,None,Iaaos,56,44
2211,iluro,Corsari-52,12,None,Iaaos,56,44
2212,VillaCojones II,gim295,6,None,Iaaos,56,44
2213,Polis,-INVENCIBLE-,7,None,Iaaos,56,44
2214,Castellón,Kirian,11,None,Iaaos,56,44
2215,LaComarca,Arwen,11,None,Iaaos,56,44
2216,Lordaeron,Myth-os,16,-CB-,Iaaos,56,44
2217,Pentos,MrVictikor,13,-CB-,Iaaos,56,44
2218,MegaPolis,Lambi,8,None,Iaaos,56,44
2219,Braavos,MrVictikor,12,-CB-,Iaaos,56,44
2220,Itzela,chev,11,-REV-,Iaaos,56,44
2221,Montevideo,LA LEYENDA,11,-REV-,Iaaos,56,44
2222,AntiSrgabri2,Yatusabes,12,300,Iaaos,56,44
2223,Prandtl,Juliá,12,-CB-,Iaaos,56,44
2224,Gotaland,David Lothbrok,14,FLOR,Iaaos,56,44
2225,ZARADO DE LLAU,BoomShacalaca,11,SZS,Iaaos,56,44
2227,Aceguá,LA LEYENDA,5,-REV-,Llaynios,57,44
2228,emilio paulo,Peleus-6467,5,-REV-,Llaynios,57,44
2229,pepePolis,joseka21,9,-REV-,Llaynios,57,44
2230,ITALIA,aquiles39,6,None,Llaynios,57,44
2231,Polis,MrVictikor,1,-CB-,Llaynios,57,44
2232,Tierra Media,Arwen,9,None,Llaynios,57,44
2233,Almogia4,Lauren,4,-RR-,Llaynios,57,44
2234,Coney Island,Tatinchikitin,4,EtB,Llaynios,57,44
2235,Berilio,mrsopa,11,-REV-,Llaynios,57,44
2236,Aljaraque,WaFe,5,None,Llaynios,57,44
2237,Ecbatana,Gran Cir,8,IMP-V,Llaynios,57,44
2238,Morella,Kirian,5,None,Llaynios,57,44
2239,Durofp3,Durofp,2,None,Llaynios,57,44
2240,Lobo solitario,Gimli,10,None,Llaynios,57,44
2241,Villa Pistacho,batllori15,6,-IL-,Llaynios,57,44
2242,Miel,Palamedes2,6,None,Llaynios,57,44
2244,MiniPolis,Lambi,5,None,Blinaios,57,43
2245,Protos,Piculin,7,None,Blinaios,57,43
2246,Polis,DOLLAR,4,None,Blinaios,57,43
2247,Caprica,Xexu25,4,SCS,Blinaios,57,43
2248,Moshaco,Shyder,12,IMP-V,Blinaios,57,43
2249,Polis,Bioshoke,3,EtB,Blinaios,57,43
2250,Villafames,Kirian,11,None,Blinaios,57,43
2251,Emporium,Corsari-52,11,None,Blinaios,57,43
2252,Impostoropla,Oterosaxo,9,300,Blinaios,57,43
2253,Almogia,Lauren,10,-RR-,Blinaios,57,43
2254,Stormwind,Myth-os,16,-CB-,Blinaios,57,43
2255,Melo,LA LEYENDA,8,-REV-,Blinaios,57,43
2256,Getapolis,Kalikatres,8,None,Blinaios,57,43
2257,Pepepolis,joseka21,11,-REV-,Blinaios,57,43
2258,Polis,Arwen,10,None,Blinaios,57,43
2259,Polis,WaFe,4,None,Blinaios,57,43
2261,Send nudes,Srgabriz,5,None,Burytia,56,43
2262,Alivanfa2,Srflores,9,-REV-,Burytia,56,43
2263,Constantinopla,Corbin Crowley,11,-REV-,Burytia,56,43
2264,Hidrógeno,mrsopa,13,-REV-,Burytia,56,43
2265,Norgoroth,Leman Russ,7,None,Burytia,56,43
2266,Poliss,joseka21,8,-REV-,Burytia,56,43
2267,Azufre,Khan,9,LhO,Burytia,56,43
2268,Polis,Yatusabes,8,300,Burytia,56,43
2270,Fraile Muerto,LA LEYENDA,12,-REV-,Burytia,56,43
2271,Dalaran,Alicer,7,None,Burytia,56,43
2272,Dianateamo,Amstermist,3,ZPC,Burytia,56,43
2273,Kattegat,David Lothbrok,11,FLOR,Burytia,56,43
2274,Rivendel,Arwen,10,None,Burytia,56,43
2275,Myr,MrVictikor,13,-CB-,Burytia,56,43
2278,VamosatomosV,Vamosatomo,12,-REV-,Umeos,53,44
2279,Cabañal,Chucho,15,-REV-,Umeos,53,44
2280,Cti,ElPatronDelMal,5,None,Umeos,53,44
2281,Jerez,Rey Galan,12,IMP-V,Umeos,53,44
2282,El Cartonero,ElAlesi,12,-RR-,Umeos,53,44
2283,Protos,Nia,6,None,Umeos,53,44
2284,Attundaland,Dictador,12,V-K,Umeos,53,44
2285,ChoplinsTown,tomasaurus,13,TGC,Umeos,53,44
2286,CHARLY,Carlosmb9912,6,None,Umeos,53,44
2287,Lapis-1,jpn82,9,-RR-,Umeos,53,44
2288,Florito,Cecilia,11,-RR-,Umeos,53,44
2289,Tyrre,Inrrish,10,TGC,Umeos,53,44
2290,AgathaStern Lho,Royrein,10,LhO,Umeos,53,44
2291,Hiperion,ZZenon,11,-REV-,Umeos,53,44
2292,Persia,Ogrimmar,12,-RR-,Umeos,53,44
2293,Polis,Pikoroso,1,None,Umeos,53,44
2295,INFIERNO,PITIDRACK,7,None,Rouyios,52,44
2296,Cañamelar,Chucho,14,-REV-,Rouyios,52,44
2297,Dando caña,Arquimedes,10,-REV-,Rouyios,52,44
2298,Speculo-1,jpn82,6,-RR-,Rouyios,52,44
2299,Cristal,Arkanez,8,-RR-,Rouyios,52,44
2300,REV-cristalito,pitekuss,9,-REV-,Rouyios,52,44
2301,REV-San_Felix,Erment,8,-REV-,Rouyios,52,44
2302,Crystal Zone,Zerox,5,TGC,Rouyios,52,44
2303,La Favela,ElAlesi,11,-RR-,Rouyios,52,44
2304,Cuquita,ikawarrior,7,-RR-,Rouyios,52,44
2305,REV Zetraworld,Zetra,6,None,Rouyios,52,44
2306,cristal,boquerone,3,-RR-,Rouyios,52,44
2307,Nyx,chev,9,-REV-,Rouyios,52,44
2308,Capo,Joseph II,5,-RTX-,Rouyios,52,44
2309,Utopía,Cecilia,10,-RR-,Rouyios,52,44
2310,Yanahuara,Felony,9,-RR-,Rouyios,52,44
2312,REV-tarija,pitekuss,10,-REV-,Nysetia,52,43
2313,minabo de kiev,gerkhaan,10,GoW,Nysetia,52,43
2314,Calafull Kali,VALEZARA,9,-REV-,Nysetia,52,43
2315,Acre,Inrrish,8,TGC,Nysetia,52,43
2316,Kuelap,caballonegro,11,300,Nysetia,52,43
2317,Txitxarro,chev,12,-REV-,Nysetia,52,43
2318,REV Troya 2,erick88,8,-REV-,Nysetia,52,43
2319,Rev Vinus,Dun Dun,9,-REV-,Nysetia,52,43
2320,Polis,fuego,0,None,Nysetia,52,43
2321,Penépolis,Invocadori,11,-REV-,Nysetia,52,43
2322,VinoBuster,Chrisbuster,7,None,Nysetia,52,43
2323,REV Felipe II,Joloco_97,9,-REV-,Nysetia,52,43
2324,Sanlúcar Bda,Yop,10,EtB,Nysetia,52,43
2325,Chimu,centaur,10,None,Nysetia,52,43
2326,Storm,Spirit,9,GoW,Nysetia,52,43
2327,Milano,vicitox,11,xVx,Nysetia,52,43
2329,Orion,ZZenon,10,-REV-,Ineitia,53,43
2330,La Mente,Ben Beckman,8,LhO,Ineitia,53,43
2331,Patacona Beach,Chucho,15,-REV-,Ineitia,53,43
2332,REV RRCC,Joloco_97,12,-REV-,Ineitia,53,43
2333,A01 HEF,Yumbo,10,-REV-,Ineitia,53,43
2334,REV Mantrayaghi,Prometheus-3168,7,None,Ineitia,53,43
2335,Leningrado,Adonis-2607,8,FLOR,Ineitia,53,43
2336,Polis,rastaman,8,-RR-,Ineitia,53,43
2337,azufre,boquerone,10,-RR-,Ineitia,53,43
2338,Polvorita,MegaPhantom,10,-REV-,Ineitia,53,43
2339,Zurrapa,Swone,5,-REV-,Ineitia,53,43
2340,Vallekasan,Daedalus-0232,4,None,Ineitia,53,43
2341,REV TROYA,erick88,6,-REV-,Ineitia,53,43
2342,Azufre Hefesto,Speedelman,4,None,Ineitia,53,43
2343,REV Se-xyland,Berchero,13,-REV-,Ineitia,53,43
2344,Polis,gerkhaan,6,GoW,Ineitia,53,43
2346,CHARLYII,Carlosmb9912,1,None,Urneitia,54,43
2347,Vino Toro,ElAlesi,10,-RR-,Urneitia,54,43
2348,REV 420,Berchero,12,-REV-,Urneitia,54,43
2349,ATLANTIS I,Fey,10,-REV-,Urneitia,54,43
2350,Vallewine,Daedalus-0232,4,None,Urneitia,54,43
2351,Agumon,Gabumon,6,None,Urneitia,54,43
2352,Cya,GlixUx,7,300,Urneitia,54,43
2353,REV Valencia,Dekathunder,9,-REV-,Urneitia,54,43
2354,Dionodos Park,Zerox,9,TGC,Urneitia,54,43
2355,Athenas,Prototypevnz,5,None,Urneitia,54,43
2356,Atenas,Miñambres,7,TGC,Urneitia,54,43
2357,Polis2,Pepito,3,None,Urneitia,54,43
2358,Malvarrosa,Chucho,15,-REV-,Urneitia,54,43
2359,REV Alivanfa,Srflores,10,-REV-,Urneitia,54,43
2360,Uvita,MegaPhantom,11,-REV-,Urneitia,54,43
2361,Black Sun,ZZenon,11,-REV-,Urneitia,54,43
2363,4 Mauricio War,Mauricio War4,5,None,Foyeos,54,42
2364,VamosatomosIV,Vamosatomo,12,-REV-,Foyeos,54,42
2365,Shadow,Shadow1n,11,-REV-,Foyeos,54,42
2366,Polis,erick88,6,-REV-,Foyeos,54,42
2367,Juniorcristal,junioricius,13,-REV-,Foyeos,54,42
2368,Polis,The rock Star,2,LhO,Foyeos,54,42
2369,Polis,Piculin,1,None,Foyeos,54,42
2370,Patamon,Gabumon,6,None,Foyeos,54,42
2371,ATLANTIS III,Fey,4,-REV-,Foyeos,54,42
2372,danubio fc,DANUBIO22,8,None,Foyeos,54,42
2373,REV Bogota,Dekathunder,5,-REV-,Foyeos,54,42
2374,Polis,ScamanderR,1,None,Foyeos,54,42
2375,Alivanfa1,Srflores,9,-REV-,Foyeos,54,42
2376,Xino_Cristal,Florida135,9,-REV-,Foyeos,54,42
2377,Cristal,Odysseus-5541,9,None,Foyeos,54,42
2378,Sparta,Prototypevnz,7,None,Foyeos,54,42
2380,Dread,Shadow1n,11,-REV-,Striwoios,53,42
2381,MLZ,Intervención,10,EtB,Striwoios,53,42
2382,Mañío,clgarces,10,-REV-,Striwoios,53,42
2383,Atenas,Aamaza,11,GoW,Striwoios,53,42
2384,REV Caracas,Dekathunder,11,-REV-,Striwoios,53,42
2385,Roca Dragón,-INVENCIBLE-,9,None,Striwoios,53,42
2386,Marmol,Odysseus-5541,9,None,Striwoios,53,42
2387,Ayteion,ZZenon,6,-REV-,Striwoios,53,42
2388,REV Babylon,Berchero,12,-REV-,Striwoios,53,42
2389,Rev Marmulus,Dun Dun,9,-REV-,Striwoios,53,42
2390,REV Carlos I,Joloco_97,12,-REV-,Striwoios,53,42
2391,REV Felipe I,Joloco_97,12,-REV-,Striwoios,53,42
2392,MARmolitO,GUERRERO,7,13T,Striwoios,53,42
2393,Zakros,ZZenon,12,-REV-,Striwoios,53,42
2394,Xino_Marmol2,Florida135,11,-REV-,Striwoios,53,42
2395,ATLANTIS II,Fey,9,-REV-,Striwoios,53,42
2397,piedra,gerkhaan,9,GoW,Likoios,51,43
2398,Arcóbriga-M1,ToxicNight,7,LhO,Likoios,51,43
2399,REV-ítaca,pitekuss,11,-REV-,Likoios,51,43
2400,Earth,Spirit,10,GoW,Likoios,51,43
2401,REV Zetracity,Zetra,8,None,Likoios,51,43
2402,Drakkars,Ragnark,12,V-K,Likoios,51,43
2403,Zerox Landia,Zerox,11,TGC,Likoios,51,43
2404,Polis,Pepito,5,None,Likoios,51,43
2405,Olympo,jplace,10,T-I,Likoios,51,43
2406,Baphomet,Peleus-6193,8,None,Likoios,51,43
2407,Kaito,Xemita,9,None,Likoios,51,43
2408,Stenbrott,Atenares,11,None,Likoios,51,43
2409,Piedrita,MegaPhantom,11,-REV-,Likoios,51,43
2410,-Marmol-,-Drake-,11,LhO,Likoios,51,43
2411,Esparta,Aamaza,11,GoW,Likoios,51,43
2412,Liberty 2,wuataco,10,LhO,Likoios,51,43
2414,Polis,Kronos2040,4,None,Lezaios,51,42
2415,Atlanta,ARMAGGEDON,10,None,Lezaios,51,42
2416,Pandora,NETBUST,9,None,Lezaios,51,42
2417,Polis,Gladius,1,None,Lezaios,51,42
2418,Tinker,The rock Star,8,LhO,Lezaios,51,42
2419,eloy asufre,Eloy,9,L-C,Lezaios,51,42
2420,REV Nagazaky,Franz,10,-REV-,Lezaios,51,42
2421,Wind,Spirit,1,GoW,Lezaios,51,42
2422,Rev Azufre,Dun Dun,10,-REV-,Lezaios,51,42
2423,REV El Pilon,Franz,7,-REV-,Lezaios,51,42
2424,Calafull Azufre,VALEZARA,8,-REV-,Lezaios,51,42
2425,Polis,Sñr Potato,1,None,Lezaios,51,42
2426,REV Maracay,Dekathunder,8,-REV-,Lezaios,51,42
2427,Gladium,gladiadormlg,7,LhO,Lezaios,51,42
2428,MELNIBONÈ,PAN TANG,5,None,Lezaios,51,42
2429,Liberty,wuataco,8,LhO,Lezaios,51,42
2431,Polis,Sñr Potato,1,None,Wubios,50,42
2432,4ALEJANDRIA,Matarife13,7,GoW,Wubios,50,42
2433,Ellcrys,chica_vagabundo,3,GoW,Wubios,50,42
2434,Bernabeu,-CFC-under-,7,GoW,Wubios,50,42
2435,Polis,Orpheus-7247,6,None,Wubios,50,42
2436,Polis,ARMAGGEDON,1,None,Wubios,50,42
2437,Polis,huesos,5,LhO,Wubios,50,42
2438,Polis,NETBUST,1,None,Wubios,50,42
2439,Pruebas 2,Borja23RodCar,2,None,Wubios,50,42
2440,Polis,Peleus-6193,5,None,Wubios,50,42
2441,MONCLOA IV,BAILACONLOBOS,4,xVx,Wubios,50,42
2442,Acropolis,Lukki,4,None,Wubios,50,42
2443,AmberKeiraLhO,Royrein,9,LhO,Wubios,50,42
2444,Fire,Spirit,9,GoW,Wubios,50,42
2445,Liberty 3,wuataco,6,LhO,Wubios,50,42
2446,Cristal,Rickyslalom,6,LhO,Wubios,50,42
2448,Nuevo Calosto,Borja23RodCar,15,None,Mosautia,50,41
2449,MagicLand,Magixcosoo,10,L-C,Mosautia,50,41
2450,Craneo,huesos,12,LhO,Mosautia,50,41
2451,CiudLis I,Kurnix,9,None,Mosautia,50,41
2452,Horizonte LhO,Royrein,12,LhO,Mosautia,50,41
2453,Marmolin,Morte,10,LhO,Mosautia,50,41
2454,Polis,Orpheus-7247,10,None,Mosautia,50,41
2455,Cantera,Eloy,11,L-C,Mosautia,50,41
2456,Strella Polar N,Sñr Potato,9,None,Mosautia,50,41
2457,PAN TANG,PAN TANG,8,None,Mosautia,50,41
2458,Gatoxland II,Gatox64,9,13T,Mosautia,50,41
2459,Polis,ace,1,None,Mosautia,50,41
2460,Cacao,EscrotoSideral,11,None,Mosautia,50,41
2461,Marmol,Rickyslalom,12,LhO,Mosautia,50,41
2462,Polis,Moujankto,5,None,Mosautia,50,41
2463,Andalucía,Azabache,6,LhO,Mosautia,50,41
2465,Arkham City,Skitzo,10,L-C,Zenios,51,41
2466,Polis,Orpheus-7247,9,None,Zenios,51,41
2467,Vino,huesos,11,LhO,Zenios,51,41
2468,Techis,The rock Star,9,LhO,Zenios,51,41
2469,Veringro,Gladius,10,None,Zenios,51,41
2470,Polis,The mitzo,4,BRUTO,Zenios,51,41
2471,REV-Roma,Erment,11,-REV-,Zenios,51,41
2472,CasilleroMerlot,Royrein,8,LhO,Zenios,51,41
2473,-Vino-,-Drake-,10,LhO,Zenios,51,41
2474,Green Day,Cerverus,6,BRUTO,Zenios,51,41
2475,Dionisio,Morte,8,LhO,Zenios,51,41
2476,Canelo,clgarces,8,-REV-,Zenios,51,41
2477,Sabaody,Ben Beckman,10,LhO,Zenios,51,41
2478,Athenas,jplace,9,T-I,Zenios,51,41
2479,Vino tinto,Jmiguediaz,7,GoW,Zenios,51,41
2480,the demon,ace,10,None,Zenios,51,41
2482,Atenea,Firexito,10,T-I,Haunios,48,42
2483,HarlemBitch,Ivory,7,VelV,Haunios,48,42
2484,Virgo,Kronos2040,6,None,Haunios,48,42
2485,El Pecadero,Tutanjamón,8,VelV,Haunios,48,42
2486,DamnDaniel,TitusGrosus,11,VelV,Haunios,48,42
2487,Polis-V,Pollux-6820,9,None,Haunios,48,42
2488,Stranger Things,John snow,5,None,Haunios,48,42
2489,Death of Valley,-CFC-under-,7,GoW,Haunios,48,42
2490,Tejas0011,omaromara,9,V-K,Haunios,48,42
2491,fondelapolvora,Theophilus,10,None,Haunios,48,42
2492,Esgaroth,Gisperto,7,VelV,Haunios,48,42
2493,LIV,Leito,10,13T,Haunios,48,42
2494,KuatroVeinte,Jahbali,10,VelV,Haunios,48,42
2495,LEPANTO,Millán Astray,11,T-I,Haunios,48,42
2496,Ledash,Brujo,7,None,Haunios,48,42
2497,Gokstad,ScamanderR,8,None,Haunios,48,42
2499,Sagitario,Kronos2040,8,None,Oroos,48,41
2500,Gotham,PastasPato,9,L-C,Oroos,48,41
2501,Skitzo,Skitzo,11,L-C,Oroos,48,41
2502,Tejas0010,omaromara,9,V-K,Oroos,48,41
2503,Ellesmera,Wophy17,11,L-C,Oroos,48,41
2504,Sparta,DarknesS666,10,T-I,Oroos,48,41
2505,Esparta,Atlas-3553,8,None,Oroos,48,41
2506,Polis,Pablonidas,8,CVK,Oroos,48,41
2507,Chayna,Peleus-5230,3,None,Oroos,48,41
2508,Perséfone,Firexito,10,T-I,Oroos,48,41
2509,TRAFALGAR,Millán Astray,11,T-I,Oroos,48,41
2510,Moshinaf,Koeyi,12,300,Oroos,48,41
2511,LIM2,Leito,2,13T,Oroos,48,41
2512,SeRRaNiTo LoMo,MaNuKSs,11,T-I,Oroos,48,41
2513,Lilcity,Quimboria,10,T-I,Oroos,48,41
2514,Lacra,Puerkero,11,None,Oroos,48,41
2516,Alandalus,Elies1234,7,None,Rilotia,47,42
2517,LIC,Leito,10,13T,Rilotia,47,42
2518,Polis,capone,2,None,Rilotia,47,42
2519,Lacrita,Puerkero,10,None,Rilotia,47,42
2520,alinor,fritz,6,None,Rilotia,47,42
2521,Wtf Richard,TitusGrosus,8,VelV,Rilotia,47,42
2522,Loguetown,PastasPato,6,L-C,Rilotia,47,42
2523,Kaba,KUKULCÁN,9,-IL-,Rilotia,47,42
2524,Kingsbridge,Wophy17,8,L-C,Rilotia,47,42
2525,Diamante,Leunam,7,None,Rilotia,47,42
2526,ilerda-C1,ToxicNight,9,LhO,Rilotia,47,42
2527,COVADONGA,Millán Astray,7,T-I,Rilotia,47,42
2528,Lagrima,F Sor,8,None,Rilotia,47,42
2529,Polis,Azhammer,4,None,Rilotia,47,42
2530,kiwi,pajaros,7,AWBNN,Rilotia,47,42
2531,Sahuayork,Crizz068,5,None,Rilotia,47,42
2533,Vzla IV,Corporation,9,LhO,Hayghoos,47,41
2534,Polis,Cynar,10,None,Hayghoos,47,41
2535,Polis,Palateitor,10,None,Hayghoos,47,41
2536,Palis,Ecko,1,None,Hayghoos,47,41
2537,LAS NAVAS,Millán Astray,10,T-I,Hayghoos,47,41
2538,aguila,pajaros,5,AWBNN,Hayghoos,47,41
2539,Corcueropolis,Maxiito,11,None,Hayghoos,47,41
2540,Pull up,iAskan,10,T-I,Hayghoos,47,41
2541,Polis,aimarlopez,1,None,Hayghoos,47,41
2542,Winterfell,Persas Rage,8,None,Hayghoos,47,41
2543,Carvahall,Wophy17,9,L-C,Hayghoos,47,41
2544,Polis,eskorpia,5,None,Hayghoos,47,41
2545,Constantinoplis,DarknesS666,10,T-I,Hayghoos,47,41
2546,SaLMoReJo,MaNuKSs,6,T-I,Hayghoos,47,41
2547,LIA,Leito,10,13T,Hayghoos,47,41
2548,sofre,Theophilus,7,None,Hayghoos,47,41
2550,Kapiospolis-M,sinfin,7,None,Kapios,46,42
2551,Julen III,Juleniglesias09,10,LhO,Kapios,46,42
2552,Tejas0012,omaromara,12,V-K,Kapios,46,42
2553,Marmolandia,Greg19,11,None,Kapios,46,42
2554,Gruñosito,Elver Galarga,13,V-K,Kapios,46,42
2555,Push up,iAskan,10,T-I,Kapios,46,42
2556,Herakles,Helgoit,3,None,Kapios,46,42
2557,Roma,Mena96,7,None,Kapios,46,42
2558,Stonehenge,Optimus,11,-NP-,Kapios,46,42
2559,Polis,ElAlesi,5,-RR-,Kapios,46,42
2560,Bedrock,chica_vagabundo,5,GoW,Kapios,46,42
2561,TierraSantaI,Sir Marcus,7,None,Kapios,46,42
2562,Polis,Ilhayn,5,None,Kapios,46,42
2563,Julen II,Juleniglesias09,10,LhO,Kapios,46,42
2564,Tulúm,Ulis9420,8,None,Kapios,46,42
2565,El Dominio,Apolus Tyrell,1,None,Kapios,46,42
2567,A gusiluz,Alejandra,11,xVx,Threcios,46,43
2568,Vinopolis,armarito97,6,None,Threcios,46,43
2569,comandancia,almirante,11,None,Threcios,46,43
2570,El Segador,Lord Anonymous,4,None,Threcios,46,43
2571,Constantinopla,Ledra,8,None,Threcios,46,43
2572,Talabheim,El emperador,13,13T,Threcios,46,43
2573,deim,fritz,5,None,Threcios,46,43
2574,VIÑA,REBELDE,11,-A-,Threcios,46,43
2575,Altojardín,Apolus Tyrell,10,None,Threcios,46,43
2576,Zoeypolis,Crizz068,2,None,Threcios,46,43
2577,Polis,Josueea WNX,4,LhO,Threcios,46,43
2578,Vikipolis,Azhammer,1,None,Threcios,46,43
2579,Vinolandia,Greg19,9,None,Threcios,46,43
2580,troya,DarknesS666,10,T-I,Threcios,46,43
2581,Polis,destructorr,4,xVx,Threcios,46,43
2582,viñedo,Jonson,11,xVx,Threcios,46,43
2585,Polis,Juanmalayosa1,3,None,Smibios,45,43
2586,Cristal,luis1995,10,CVK,Smibios,45,43
2587,Polis,ShadowShark,4,None,Smibios,45,43
2588,Zafiro,Jumisango,4,None,Smibios,45,43
2589,Rarity,Matiflan,7,None,Smibios,45,43
2590,Minerva,AfroditaXIII,7,None,Smibios,45,43
2592,Cristal,terminator,7,None,Smibios,45,43
2595,Lipos,kkck,7,None,Smibios,45,43
2597,Polis,Papá Pitufo1,1,L-A-D,Smibios,45,43
2599,Mileto,LordAlmi,5,None,Smibios,45,43
2602,Alabasta,trigalian,10,V-K,Janios,45,42
2603,GodUsopp,Palateitor,11,None,Janios,45,42
2604,Luvc,Luvc26,6,None,Janios,45,42
2605,Samos,LordAlmi,10,None,Janios,45,42
2606,Argos,Roviraa22,4,None,Janios,45,42
2607,Creta,TitoHD4K,9,300,Janios,45,42
2608,VenteStallo,El paps,10,-IL-,Janios,45,42
2609,XGuerreroX,Papá Pitufo1,8,L-A-D,Janios,45,42
2610,Ino,Hao,4,None,Janios,45,42
2611,Lannisport,Apolus Tyrell,8,None,Janios,45,42
2612,Terris,JimmyHarper,5,None,Janios,45,42
2613,YeaBoiii,TitusGrosus,4,VelV,Janios,45,42
2614,Polis,PoisonMetal,4,None,Janios,45,42
2615,Ordos,Jorven G,4,None,Janios,45,42
2616,Maratón,Temístocle,10,300,Janios,45,42
2618,TULAN 3,Seppemarotta,9,ADMT,Chadoios,44,43
2619,MARIDIA,F3NIX,10,-A-,Chadoios,44,43
2621,CUNE,novas_7,6,None,Chadoios,44,43
2622,Fluttershy,Matiflan,9,None,Chadoios,44,43
2623,pato,pajaros,2,AWBNN,Chadoios,44,43
2624,Corinto,TitoHD4K,10,300,Chadoios,44,43
2625,Vino,JOKERFULL,8,None,Chadoios,44,43
2626,Arcadia,Chaos Doctor,8,None,Chadoios,44,43
2627,pepapo,Odysseus-3198,11,300,Chadoios,44,43
2628,Enies Lobby,Pink Joker,6,None,Chadoios,44,43
2629,Moab,KDussander,2,None,Chadoios,44,43
2630,Polis,mordekai,3,None,Chadoios,44,43
2633,una copa,rinclayer,10,300,Chadoios,44,43
2635,Atenas,Temístocle,14,300,Voigios,44,42
2636,Corcupolis,Hegemon-9660,3,None,Voigios,44,42
2637,Omega,Chaos Doctor,8,None,Voigios,44,42
2638,Tesalónica,TitoHD4K,9,300,Voigios,44,42
2639,Handstand,iAskan,4,T-I,Voigios,44,42
2640,Choro mota,kkck,9,None,Voigios,44,42
2641,Luthadell,JimmyHarper,9,None,Voigios,44,42
2642,La Maiga,Alanfencio,8,None,Voigios,44,42
2643,Antigua,Apolus Tyrell,7,None,Voigios,44,42
2644,Teos,LordAlmi,8,None,Voigios,44,42
2645,Cospos,Pachotico,6,None,Voigios,44,42
2646,El bucanero,John snow,1,None,Voigios,44,42
2647,Polis,Jumisango,1,None,Voigios,44,42
2648,nada tampoco,kalipso,10,None,Voigios,44,42
2649,Elensefar,Delfador,11,V-K,Voigios,44,42
2650,pepapi,Odysseus-3198,12,300,Voigios,44,42
2653,Gonorrea,FisuraAnal,7,None,Banotia,46,41
2658,Aimarum,aimarlopez,6,None,Banotia,46,41
2659,Kronoz,Ilhayn,7,None,Banotia,46,41
2661,Gallifrey,Chaos Doctor,9,None,Banotia,46,41
2662,Wichima,Ivory,4,VelV,Banotia,46,41
2663,Antigua,Manderly,10,CVK,Banotia,46,41
2664,Pamela,Pollux-6969,4,None,Banotia,46,41
2665,3 Mauricio War,Mauricio War 3,5,None,Banotia,46,41
2666,alasca3,riojabruja,7,GoW,Banotia,46,41
2667,SaN JaCoBo,MaNuKSs,5,T-I,Banotia,46,41
2669,Hello,Beria,12,CVK,Stroelios,42,44
2670,Polis,Torn,1,-HK-,Stroelios,42,44
2671,PolisIdealista,Beria,14,CVK,Stroelios,42,44
2672,Heroin,John Cena,13,V-K,Stroelios,42,44
2673,Gulag II,Druvensito,10,V-K,Stroelios,42,44
2674,Polis,GAB0,2,None,Stroelios,42,44
2675,No soy medico,Outlaw,7,None,Stroelios,42,44
2676,PolisM,AAA,8,None,Stroelios,42,44
2677,Masvidal,gvidal,11,None,Stroelios,42,44
2678,Galaxy S2,Goshako,11,-HK-,Stroelios,42,44
2679,Castiel 01,Castiel,13,300,Stroelios,42,44
2680,Duria Sacra,Thuval,13,None,Stroelios,42,44
2681,Duria Magna,Thuval,13,None,Stroelios,42,44
2682,Polis,kodigo,1,None,Stroelios,42,44
2683,Duria Nova,Thuval,14,None,Stroelios,42,44
2684,el Gulag,Druvensito,13,V-K,Stroelios,42,44
2686,ChichnItz,Ulis9420,5,None,Sealoios,42,43
2687,Casterly Rock,TheKing8,10,-SVO7,Sealoios,42,43
2688,Princi Cristal,Vlady,10,GoW,Sealoios,42,43
2689,adorhal,Daedalus-3032,5,None,Sealoios,42,43
2690,Kategat,evalencia,10,None,Sealoios,42,43
2691,TULAN 4,Seppemarotta,8,ADMT,Sealoios,42,43
2692,Invernalia,Josenolc,10,-EE-,Sealoios,42,43
2693,REV Zimbabwe,Berchero,6,-REV-,Sealoios,42,43
2694,Polis,Ale-lp,4,-IL-,Sealoios,42,43
2695,Corrupçao,TitoChascarrilo,6,None,Sealoios,42,43
2696,Polis,Ludzor,2,AWBNN,Sealoios,42,43
2697,Polis,AAA,4,None,Sealoios,42,43
2698,Ferrol,Loopez94,7,None,Sealoios,42,43
2699,Kush,Die-Ma,8,None,Sealoios,42,43
2700,Polis,Shez,1,T-I,Sealoios,42,43
2703,Polis-ia,Druvensito,11,V-K,Daetios,41,43
2704,OSGILIA,Daedalus-3032,7,None,Daetios,41,43
2705,Polis,Enrique,12,-HK-,Daetios,41,43
2706,Alcohol,John Cena,10,V-K,Daetios,41,43
